contract,method,run_index,instance_same_all_fields,instance_compare_line,raw_result_line
compute,normalCal,282,true,2026-06-15 17:32:36.770	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:7d7b37f161314727a7bdd4854dc12c30 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:36.770	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 282 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,283,true,2026-06-15 17:32:36.788	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:30fd0ce54f5446029fb4164e4d60959e contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:36.788	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 283 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,284,true,2026-06-15 17:32:36.806	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:b45c06f275874f33b235e248acc293ee contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:36.806	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 284 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,285,true,2026-06-15 17:32:36.823	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:641adf81aa204410a0e3d135549ab6bd contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:36.823	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 285 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,286,true,2026-06-15 17:32:36.841	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:a475fc940e414cb49be5e87fc0907312 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:36.841	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 286 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,287,true,2026-06-15 17:32:36.859	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:b4f85f0a1a584e3a9f391ad15135e5b0 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:36.859	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 287 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,288,true,2026-06-15 17:32:36.877	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:95174f768cb84608beb9e92305ddf496 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:36.877	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 288 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,289,true,2026-06-15 17:32:36.895	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:d034e18cf1bc4ce4bb072c890888ba23 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:36.895	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 289 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,290,true,2026-06-15 17:32:36.913	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:0006990380d547afbe6c54ee44a5f371 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:36.913	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 290 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,291,true,2026-06-15 17:32:36.931	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:1ff4f82b7f324a91a3f853b91246d5cf contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:36.931	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 291 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,292,true,2026-06-15 17:32:36.949	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:5ba3615176374a5e84e3bbb3c36ef74b contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:36.949	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 292 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,293,true,2026-06-15 17:32:36.968	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:0b939d0a3012484dbc4aca86ab72b16f contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:36.968	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 293 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,294,true,2026-06-15 17:32:36.986	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:52086fa5815d414ea8b6e9be37e1de52 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:36.986	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 294 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,295,true,2026-06-15 17:32:37.004	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:a79930f387754c9aa0c7100593ec100b contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:37.004	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 295 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,296,true,2026-06-15 17:32:37.022	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:679d9b3b065a4c9a9df81265f23d6880 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:37.022	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 296 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,297,true,2026-06-15 17:32:37.040	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:d097803996df44baae7524129b82d2d2 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:37.040	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 297 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,298,true,2026-06-15 17:32:37.058	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:3602c3bc16e648aaba5855a00f81ee1e contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:37.058	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 298 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,299,true,2026-06-15 17:32:37.076	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:f9fbc9c65116492399c3b058c52bbbe8 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:37.076	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 299 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,300,true,2026-06-15 17:32:37.094	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:b25c60866e734df19ecb45d17be711dd contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:37.094	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 300 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,301,true,2026-06-15 17:32:37.116	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:ce5c7b9bbaeb4d5f9246f77f6bdf67b6 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:37.116	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 301 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,302,true,2026-06-15 17:32:37.133	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:2febbe1dcb654bbdb7d7bed469954545 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:37.133	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 302 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,303,true,2026-06-15 17:32:37.152	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:1f134db0784844bb92505b5f3b7f5d45 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:37.152	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 303 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,304,true,2026-06-15 17:32:37.170	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:93e4b9d924ae43b8900eec82320a7bc4 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:37.170	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 304 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,305,true,2026-06-15 17:32:37.188	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:f8a64c1387b2414a86fa157f964eeae2 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:37.188	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 305 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,306,true,2026-06-15 17:32:37.206	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:36015011909141688b5223f753db9642 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:37.206	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 306 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,307,true,2026-06-15 17:32:37.223	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:e671367b045948c692a0215073e46218 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:37.223	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 307 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,308,true,2026-06-15 17:32:37.241	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:993cc50d15fc4d9eb7635c179f23b1bf contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:37.241	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 308 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,309,true,2026-06-15 17:32:38.689	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:29135ed17c2040e1aa5dad377b8f371a contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:38.689	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 309 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,310,true,2026-06-15 17:32:38.707	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:b65994197c2e4afcbc8a941370272f26 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:38.708	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 310 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,311,true,2026-06-15 17:32:38.725	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:f073f1c565de44c8a91ae515814a36e5 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:38.725	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 311 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,312,true,2026-06-15 17:32:38.743	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:b2f5ebdafe2246d8b2b343afa24f98e5 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:38.744	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 312 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,313,true,2026-06-15 17:32:38.762	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:80be3a7770654a3ba858095f54f6d049 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:38.762	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 313 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,314,true,2026-06-15 17:32:38.780	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:c1b91876484b4546809ec2d6ef472443 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:38.781	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 314 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,315,true,2026-06-15 17:32:38.804	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:37d924db09da47008695df13f5e93e5b contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:38.804	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 315 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,316,true,2026-06-15 17:32:38.823	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:ee034fbd036648058c3bb4740453dca8 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:38.823	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 316 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,317,true,2026-06-15 17:32:38.841	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:25a720e2c40b41368d2b3b7b960e34ae contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:38.841	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 317 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,318,true,2026-06-15 17:32:38.859	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:9fa365758b9b489d8f396dab20be3900 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:38.859	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 318 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,319,true,2026-06-15 17:32:38.877	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:f400f1105bbf4cfe9671063e33ec3afa contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:38.877	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 319 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,320,true,2026-06-15 17:32:38.895	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:1977b37f79a94bd7b591f01b9c9cdda6 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:38.895	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 320 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,321,true,2026-06-15 17:32:38.913	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:1f0586bcceaf47c5adae6d8899220e99 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:38.913	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 321 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,322,true,2026-06-15 17:32:38.931	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:0d846bdaff2c40ff9b95550588f859d2 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:38.931	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 322 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,323,true,2026-06-15 17:32:38.949	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:eaf076ace4374ed0a61e3c3df1af5513 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:38.949	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 323 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,324,true,2026-06-15 17:32:38.966	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:c5851911c9df4a2cb5c47c440dbc059d contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:38.966	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 324 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,325,true,2026-06-15 17:32:38.986	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:f7d896094a7f4599b1ac45230d73f686 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:38.986	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 325 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,326,true,2026-06-15 17:32:39.004	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:1a70cfc83ad048daa6afe330536ac3ab contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:39.004	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 326 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,327,true,2026-06-15 17:32:39.021	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:267d9de69df44fdd9b99a94d523da9ce contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:39.021	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 327 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,328,true,2026-06-15 17:32:39.039	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:accd9436cdd44581b8977e452d96c854 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:39.039	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 328 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,329,true,2026-06-15 17:32:39.056	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:57c5ca25ef63469db9eb026397bbb4f3 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:39.056	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 329 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,330,true,2026-06-15 17:32:39.074	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:cc480da5db134e06acec1b6cce1122e5 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:39.075	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 330 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,331,true,2026-06-15 17:32:39.092	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:c15986de09774a66937e26f833209bd0 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:39.092	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 331 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,332,true,2026-06-15 17:32:39.110	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:f6f2b662b3f5471f98c5bb01d859030a contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:39.110	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 332 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,333,true,2026-06-15 17:32:39.128	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:6dda0afec5a54e9e807e0428be35822a contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:39.128	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 333 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,334,true,2026-06-15 17:32:39.145	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:14330aee1d6d40bb9b8c8e8f747bb690 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:39.145	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 334 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,335,true,2026-06-15 17:32:39.163	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:33d1824c30ce4848b03c99321743102f contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:39.163	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 335 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,336,true,2026-06-15 17:32:39.186	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:009ba0b6f8b14967bb95317182360d92 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:39.186	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 336 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,337,true,2026-06-15 17:32:39.204	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:f4928ad7e999449283b93a8ca78e8463 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:39.204	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 337 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,338,true,2026-06-15 17:32:39.221	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:8d48dfaf84954c9394370c8ac4b8ba96 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:39.221	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 338 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,339,true,2026-06-15 17:32:39.239	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:296ffb102d5e4d9491bca26f917caedc contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:39.239	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 339 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,340,true,2026-06-15 17:32:39.257	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:7247aea2803c410fa3a5150538d45811 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:39.257	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 340 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,341,true,2026-06-15 17:32:39.276	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:dcc3350578eb41de8f369651a738d605 contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:39.276	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 341 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,342,true,2026-06-15 17:32:39.296	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:088059a0ca28469d8df9ce43ea6395c4 contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:39.296	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 342 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,343,true,2026-06-15 17:32:39.314	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:2c16d81d937e459a98e1a340e8e9d089 contract: method:normalCal instanceId:26d7123b8c25494899e8c1dc51270ba7 same_all_fields:true,"2026-06-15 17:32:39.314	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 343 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,344,true,2026-06-15 17:32:39.332	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:bbe45ec7409a42d981997138c57b1998 contract: method:normalCal instanceId:64f34aa62b8f406f9a78d7c4c4f6a156 same_all_fields:true,"2026-06-15 17:32:39.332	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 344 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,345,true,2026-06-15 17:32:39.350	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:2c157589ac764fb799504943e09e00d8 contract: method:normalCal instanceId:db91e3b43df64c72821176995070b2c0 same_all_fields:true,"2026-06-15 17:32:39.351	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 345 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,346,true,2026-06-15 17:32:39.369	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:81c44e52c3214e35b18b07197276d14b contract: method:normalCal instanceId:23601fb99c454d80a165e5932944f9fa same_all_fields:true,"2026-06-15 17:32:39.369	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 346 contractResult = result:""success normalCal: 666"" gas_used:100000072"
compute,normalCal,347,true,2026-06-15 17:32:39.388	[INFO]	unit_test	v2@v2.4.0/runtime.go:282	instance_compare tx:d70be5802f8b425982c848d0b0cf65cd contract: method:normalCal instanceId:0845589a38754de5b41539f532d6cb82 same_all_fields:true,"2026-06-15 17:32:39.388	[INFO]	[Vm]	v2@v2.4.0/runtime_test.go:386	testid = 347 contractResult = result:""success normalCal: 666"" gas_used:100000072"
